ST_length	        length	            misc,raw,lengthdep
SD_TSTL_surrogates_mi_100_1_trev.normpatponmax	SD_TSTL_surrogates_mi_100_1_trev_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_trev.iqrsfrommedian	SD_TSTL_surrogates_mi_100_1_trev_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_trev.stdsurr	SD_TSTL_surrogates_mi_100_1_trev_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_trev.meansurr	SD_TSTL_surrogates_mi_100_1_trev_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_trev.kspminfromext	SD_TSTL_surrogates_mi_100_1_trev_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_trev.ksphereonmax	SD_TSTL_surrogates_mi_100_1_trev_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_1_trev.ksiqrsfrommode	SD_TSTL_surrogates_mi_100_1_trev_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.normpatponmax	SD_TSTL_surrogates_1_100_2_trev_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.iqrsfrommedian	SD_TSTL_surrogates_1_100_2_trev_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.stdsurr	SD_TSTL_surrogates_1_100_2_trev_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.meansurr	SD_TSTL_surrogates_1_100_2_trev_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.kspminfromext	SD_TSTL_surrogates_1_100_2_trev_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.ksphereonmax	SD_TSTL_surrogates_1_100_2_trev_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_2_trev.ksiqrsfrommode	SD_TSTL_surrogates_1_100_2_trev_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.normpatponmax	SD_TSTL_surrogates_mi_100_2_trev_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.iqrsfrommedian	SD_TSTL_surrogates_mi_100_2_trev_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.stdsurr	SD_TSTL_surrogates_mi_100_2_trev_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.meansurr	SD_TSTL_surrogates_mi_100_2_trev_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.kspminfromext	SD_TSTL_surrogates_mi_100_2_trev_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.ksphereonmax	SD_TSTL_surrogates_mi_100_2_trev_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_2_trev.ksiqrsfrommode	SD_TSTL_surrogates_mi_100_2_trev_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.normpatponmax	SD_TSTL_surrogates_1_100_3_trev_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.iqrsfrommedian	SD_TSTL_surrogates_1_100_3_trev_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.stdsurr	SD_TSTL_surrogates_1_100_3_trev_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.meansurr	SD_TSTL_surrogates_1_100_3_trev_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.kspminfromext	SD_TSTL_surrogates_1_100_3_trev_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.ksphereonmax	SD_TSTL_surrogates_1_100_3_trev_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_1_100_3_trev.ksiqrsfrommode	SD_TSTL_surrogates_1_100_3_trev_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.normpatponmax	SD_TSTL_surrogates_mi_100_3_trev_normpatponmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.iqrsfrommedian	SD_TSTL_surrogates_mi_100_3_trev_iqrsfrommedian	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.stdsurr	SD_TSTL_surrogates_mi_100_3_trev_stdsurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.meansurr	SD_TSTL_surrogates_mi_100_3_trev_meansurr	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.kspminfromext	SD_TSTL_surrogates_mi_100_3_trev_kspminfromext	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.ksphereonmax	SD_TSTL_surrogates_mi_100_3_trev_ksphereonmax	nonlinear,tstool,correlation,surrogate
SD_TSTL_surrogates_mi_100_3_trev.ksiqrsfrommode	SD_TSTL_surrogates_mi_100_3_trev_ksiqrsfrommode	nonlinear,tstool,correlation,surrogate
PP_Compare_poly1.statav2	PP_Compare_poly1_statav2	preprocessing,raw
PP_Compare_poly1.statav4	PP_Compare_poly1_statav4	preprocessing,raw
PP_Compare_poly1.statav6	PP_Compare_poly1_statav6	preprocessing,raw
PP_Compare_poly1.statav8	PP_Compare_poly1_statav8	preprocessing,raw
PP_Compare_poly1.statav10	PP_Compare_poly1_statav10	preprocessing,raw
PP_Compare_poly1.swms2_2	PP_Compare_poly1_swms2_2	preprocessing,raw
PP_Compare_poly1.swms5_1	PP_Compare_poly1_swms5_1	preprocessing,raw
PP_Compare_poly1.swms5_2	PP_Compare_poly1_swms5_2	preprocessing,raw
PP_Compare_poly1.swms10_1	PP_Compare_poly1_swms10_1	preprocessing,raw
PP_Compare_poly1.swss2_1	PP_Compare_poly1_swss2_1	preprocessing,raw
PP_Compare_poly1.swss2_2	PP_Compare_poly1_swss2_2	preprocessing,raw
PP_Compare_poly1.swss5_1	PP_Compare_poly1_swss5_1	preprocessing,raw
PP_Compare_poly1.swss5_2	PP_Compare_poly1_swss5_2	preprocessing,raw
PP_Compare_poly1.swss10_1	PP_Compare_poly1_swss10_1	preprocessing,raw
PP_Compare_poly1.swss10_2	PP_Compare_poly1_swss10_2	preprocessing,raw
PP_Compare_poly1.gauss1_kd_r2	PP_Compare_poly1_gauss1_kd_r2	preprocessing,raw
PP_Compare_poly1.gauss1_kd_rmse	PP_Compare_poly1_gauss1_kd_rmse	preprocessing,raw
PP_Compare_poly1.gauss1_kd_resAC1	PP_Compare_poly1_gauss1_kd_resAC1	preprocessing,raw
PP_Compare_poly1.gauss1_kd_resAC2	PP_Compare_poly1_gauss1_kd_resAC2	preprocessing,raw
PP_Compare_poly1.gauss1_kd_resruns	PP_Compare_poly1_gauss1_kd_resruns	preprocessing,raw
PP_Compare_poly1.kscn_adiff	PP_Compare_poly1_kscn_adiff	preprocessing,raw
PP_Compare_poly1.kscn_peaksepy	PP_Compare_poly1_kscn_peaksepy	preprocessing,raw
PP_Compare_poly1.kscn_peaksepx	PP_Compare_poly1_kscn_peaksepx	preprocessing,raw
PP_Compare_poly1.kscn_olapint	PP_Compare_poly1_kscn_olapint	preprocessing,raw
PP_Compare_poly1.kscn_relent	PP_Compare_poly1_kscn_relent	preprocessing,raw
PP_Compare_poly1.htdt_chi2n	PP_Compare_poly1_htdt_chi2n	preprocessing,raw
PP_Compare_poly1.htdt_ksn	PP_Compare_poly1_htdt_ksn	preprocessing,raw
PP_Compare_poly1.olbt_m2	PP_Compare_poly1_olbt_m2	preprocessing,raw
PP_Compare_poly1.olbt_m5	PP_Compare_poly1_olbt_m5	preprocessing,raw
PP_Compare_poly1.olbt_s2	PP_Compare_poly1_olbt_s2	preprocessing,raw
PP_Compare_poly1.olbt_s5	PP_Compare_poly1_olbt_s5	preprocessing,raw
PP_Compare_poly2.statav2	PP_Compare_poly2_statav2	preprocessing,raw
PP_Compare_poly2.statav4	PP_Compare_poly2_statav4	preprocessing,raw
PP_Compare_poly2.statav6	PP_Compare_poly2_statav6	preprocessing,raw
PP_Compare_poly2.statav8	PP_Compare_poly2_statav8	preprocessing,raw
PP_Compare_poly2.statav10	PP_Compare_poly2_statav10	preprocessing,raw
PP_Compare_poly2.swms2_2	PP_Compare_poly2_swms2_2	preprocessing,raw
PP_Compare_poly2.swms5_1	PP_Compare_poly2_swms5_1	preprocessing,raw
PP_Compare_poly2.swms5_2	PP_Compare_poly2_swms5_2	preprocessing,raw
PP_Compare_poly2.swms10_1	PP_Compare_poly2_swms10_1	preprocessing,raw
PP_Compare_poly2.swss2_1	PP_Compare_poly2_swss2_1	preprocessing,raw
PP_Compare_poly2.swss2_2	PP_Compare_poly2_swss2_2	preprocessing,raw
PP_Compare_poly2.swss5_1	PP_Compare_poly2_swss5_1	preprocessing,raw
PP_Compare_poly2.swss5_2	PP_Compare_poly2_swss5_2	preprocessing,raw
PP_Compare_poly2.swss10_1	PP_Compare_poly2_swss10_1	preprocessing,raw
PP_Compare_poly2.swss10_2	PP_Compare_poly2_swss10_2	preprocessing,raw
PP_Compare_poly2.gauss1_kd_r2	PP_Compare_poly2_gauss1_kd_r2	preprocessing,raw
PP_Compare_poly2.gauss1_kd_rmse	PP_Compare_poly2_gauss1_kd_rmse	preprocessing,raw
PP_Compare_poly2.gauss1_kd_resAC1	PP_Compare_poly2_gauss1_kd_resAC1	preprocessing,raw
PP_Compare_poly2.gauss1_kd_resAC2	PP_Compare_poly2_gauss1_kd_resAC2	preprocessing,raw
PP_Compare_poly2.gauss1_kd_resruns	PP_Compare_poly2_gauss1_kd_resruns	preprocessing,raw
PP_Compare_poly2.kscn_adiff	PP_Compare_poly2_kscn_adiff	preprocessing,raw
PP_Compare_poly2.kscn_peaksepy	PP_Compare_poly2_kscn_peaksepy	preprocessing,raw
PP_Compare_poly2.kscn_peaksepx	PP_Compare_poly2_kscn_peaksepx	preprocessing,raw
PP_Compare_poly2.kscn_olapint	PP_Compare_poly2_kscn_olapint	preprocessing,raw
PP_Compare_poly2.kscn_relent	PP_Compare_poly2_kscn_relent	preprocessing,raw
PP_Compare_poly2.htdt_chi2n	PP_Compare_poly2_htdt_chi2n	preprocessing,raw
PP_Compare_poly2.htdt_ksn	PP_Compare_poly2_htdt_ksn	preprocessing,raw
PP_Compare_poly2.olbt_m2	PP_Compare_poly2_olbt_m2	preprocessing,raw
PP_Compare_poly2.olbt_m5	PP_Compare_poly2_olbt_m5	preprocessing,raw
PP_Compare_poly2.olbt_s2	PP_Compare_poly2_olbt_s2	preprocessing,raw
PP_Compare_poly2.olbt_s5	PP_Compare_poly2_olbt_s5	preprocessing,raw
PP_Compare_sin1.statav2	PP_Compare_sin1_statav2	preprocessing,raw,locdep
PP_Compare_sin1.statav4	PP_Compare_sin1_statav4	preprocessing,raw
PP_Compare_sin1.statav6	PP_Compare_sin1_statav6	preprocessing,raw
PP_Compare_sin1.statav8	PP_Compare_sin1_statav8	preprocessing,raw
PP_Compare_sin1.statav10	PP_Compare_sin1_statav10	preprocessing,raw
PP_Compare_sin1.swms2_2	PP_Compare_sin1_swms2_2	preprocessing,raw
PP_Compare_sin1.swms5_1	PP_Compare_sin1_swms5_1	preprocessing,raw
PP_Compare_sin1.swms5_2	PP_Compare_sin1_swms5_2	preprocessing,raw
PP_Compare_sin1.swms10_1	PP_Compare_sin1_swms10_1	preprocessing,raw
PP_Compare_sin1.swss2_1	PP_Compare_sin1_swss2_1	preprocessing,raw
PP_Compare_sin1.swss2_2	PP_Compare_sin1_swss2_2	preprocessing,raw
PP_Compare_sin1.swss5_1	PP_Compare_sin1_swss5_1	preprocessing,raw
PP_Compare_sin1.swss5_2	PP_Compare_sin1_swss5_2	preprocessing,raw
PP_Compare_sin1.swss10_1	PP_Compare_sin1_swss10_1	preprocessing,raw
PP_Compare_sin1.swss10_2	PP_Compare_sin1_swss10_2	preprocessing,raw
PP_Compare_sin1.gauss1_kd_r2	PP_Compare_sin1_gauss1_kd_r2	preprocessing,raw
PP_Compare_sin1.gauss1_kd_rmse	PP_Compare_sin1_gauss1_kd_rmse	preprocessing,raw
PP_Compare_sin1.gauss1_kd_resAC1	PP_Compare_sin1_gauss1_kd_resAC1	preprocessing,raw
PP_Compare_sin1.gauss1_kd_resAC2	PP_Compare_sin1_gauss1_kd_resAC2	preprocessing,raw
PP_Compare_sin1.gauss1_kd_resruns	PP_Compare_sin1_gauss1_kd_resruns	preprocessing,raw
PP_Compare_sin1.kscn_adiff	PP_Compare_sin1_kscn_adiff	preprocessing,raw
PP_Compare_sin1.kscn_peaksepy	PP_Compare_sin1_kscn_peaksepy	preprocessing,raw
PP_Compare_sin1.kscn_peaksepx	PP_Compare_sin1_kscn_peaksepx	preprocessing,raw
PP_Compare_sin1.kscn_olapint	PP_Compare_sin1_kscn_olapint	preprocessing,raw
PP_Compare_sin1.kscn_relent	PP_Compare_sin1_kscn_relent	preprocessing,raw
PP_Compare_sin1.htdt_chi2n	PP_Compare_sin1_htdt_chi2n	preprocessing,raw
PP_Compare_sin1.htdt_ksn	PP_Compare_sin1_htdt_ksn	preprocessing,raw
PP_Compare_sin1.olbt_m2	PP_Compare_sin1_olbt_m2	preprocessing,raw
PP_Compare_sin1.olbt_m5	PP_Compare_sin1_olbt_m5	preprocessing,raw
PP_Compare_sin1.olbt_s2	PP_Compare_sin1_olbt_s2	preprocessing,raw
PP_Compare_sin1.olbt_s5	PP_Compare_sin1_olbt_s5	preprocessing,raw
PP_Compare_sin2.statav2	PP_Compare_sin2_statav2	preprocessing,raw,locdep
PP_Compare_sin2.statav4	PP_Compare_sin2_statav4	preprocessing,raw
PP_Compare_sin2.statav6	PP_Compare_sin2_statav6	preprocessing,raw
PP_Compare_sin2.statav8	PP_Compare_sin2_statav8	preprocessing,raw
PP_Compare_sin2.statav10	PP_Compare_sin2_statav10	preprocessing,raw
PP_Compare_sin2.swms2_2	PP_Compare_sin2_swms2_2	preprocessing,raw
PP_Compare_sin2.swms5_1	PP_Compare_sin2_swms5_1	preprocessing,raw
PP_Compare_sin2.swms5_2	PP_Compare_sin2_swms5_2	preprocessing,raw
PP_Compare_sin2.swms10_1	PP_Compare_sin2_swms10_1	preprocessing,raw
PP_Compare_sin2.swss2_1	PP_Compare_sin2_swss2_1	preprocessing,raw
PP_Compare_sin2.swss2_2	PP_Compare_sin2_swss2_2	preprocessing,raw
PP_Compare_sin2.swss5_1	PP_Compare_sin2_swss5_1	preprocessing,raw
PP_Compare_sin2.swss5_2	PP_Compare_sin2_swss5_2	preprocessing,raw
PP_Compare_sin2.swss10_1	PP_Compare_sin2_swss10_1	preprocessing,raw
PP_Compare_sin2.swss10_2	PP_Compare_sin2_swss10_2	preprocessing,raw
PP_Compare_sin2.gauss1_kd_r2	PP_Compare_sin2_gauss1_kd_r2	preprocessing,raw
PP_Compare_sin2.gauss1_kd_rmse	PP_Compare_sin2_gauss1_kd_rmse	preprocessing,raw
PP_Compare_sin2.gauss1_kd_resAC1	PP_Compare_sin2_gauss1_kd_resAC1	preprocessing,raw
PP_Compare_sin2.gauss1_kd_resAC2	PP_Compare_sin2_gauss1_kd_resAC2	preprocessing,raw
PP_Compare_sin2.gauss1_kd_resruns	PP_Compare_sin2_gauss1_kd_resruns	preprocessing,raw
PP_Compare_sin2.kscn_adiff	PP_Compare_sin2_kscn_adiff	preprocessing,raw
PP_Compare_sin2.kscn_peaksepy	PP_Compare_sin2_kscn_peaksepy	preprocessing,raw
PP_Compare_sin2.kscn_peaksepx	PP_Compare_sin2_kscn_peaksepx	preprocessing,raw
PP_Compare_sin2.kscn_olapint	PP_Compare_sin2_kscn_olapint	preprocessing,raw
PP_Compare_sin2.kscn_relent	PP_Compare_sin2_kscn_relent	preprocessing,raw
PP_Compare_sin2.htdt_chi2n	PP_Compare_sin2_htdt_chi2n	preprocessing,raw
PP_Compare_sin2.htdt_ksn	PP_Compare_sin2_htdt_ksn	preprocessing,raw
PP_Compare_sin2.olbt_m2	PP_Compare_sin2_olbt_m2	preprocessing,raw
PP_Compare_sin2.olbt_m5	PP_Compare_sin2_olbt_m5	preprocessing,raw
PP_Compare_sin2.olbt_s2	PP_Compare_sin2_olbt_s2	preprocessing,raw
PP_Compare_sin2.olbt_s5	PP_Compare_sin2_olbt_s5	preprocessing,raw
PP_Compare_spline24.statav2	PP_Compare_spline24_statav2	preprocessing,spline,raw
PP_Compare_spline24.statav4	PP_Compare_spline24_statav4	preprocessing,spline,raw
PP_Compare_spline24.statav6	PP_Compare_spline24_statav6	preprocessing,spline,raw
PP_Compare_spline24.statav8	PP_Compare_spline24_statav8	preprocessing,spline,raw
PP_Compare_spline24.statav10	PP_Compare_spline24_statav10	preprocessing,spline,raw
PP_Compare_spline24.swms2_2	PP_Compare_spline24_swms2_2	preprocessing,spline,raw
PP_Compare_spline24.swms5_1	PP_Compare_spline24_swms5_1	preprocessing,spline,raw
PP_Compare_spline24.swms5_2	PP_Compare_spline24_swms5_2	preprocessing,spline,raw
PP_Compare_spline24.swms10_1	PP_Compare_spline24_swms10_1	preprocessing,spline,raw
PP_Compare_spline24.swss2_1	PP_Compare_spline24_swss2_1	preprocessing,spline,raw
PP_Compare_spline24.swss2_2	PP_Compare_spline24_swss2_2	preprocessing,spline,raw
PP_Compare_spline24.swss5_1	PP_Compare_spline24_swss5_1	preprocessing,spline,raw
PP_Compare_spline24.swss5_2	PP_Compare_spline24_swss5_2	preprocessing,spline,raw
PP_Compare_spline24.swss10_1	PP_Compare_spline24_swss10_1	preprocessing,spline,raw
PP_Compare_spline24.swss10_2	PP_Compare_spline24_swss10_2	preprocessing,spline,raw
PP_Compare_spline24.gauss1_kd_r2	PP_Compare_spline24_gauss1_kd_r2	preprocessing,spline,raw
PP_Compare_spline24.gauss1_kd_rmse	PP_Compare_spline24_gauss1_kd_rmse	preprocessing,spline,raw
PP_Compare_spline24.gauss1_kd_resAC1	PP_Compare_spline24_gauss1_kd_resAC1	preprocessing,spline,raw
PP_Compare_spline24.gauss1_kd_resAC2	PP_Compare_spline24_gauss1_kd_resAC2	preprocessing,spline,raw
PP_Compare_spline24.gauss1_kd_resruns	PP_Compare_spline24_gauss1_kd_resruns	preprocessing,spline,raw
PP_Compare_spline24.kscn_adiff	PP_Compare_spline24_kscn_adiff	preprocessing,spline,raw
PP_Compare_spline24.kscn_peaksepy	PP_Compare_spline24_kscn_peaksepy	preprocessing,spline,raw
PP_Compare_spline24.kscn_peaksepx	PP_Compare_spline24_kscn_peaksepx	preprocessing,spline,raw
PP_Compare_spline24.kscn_olapint	PP_Compare_spline24_kscn_olapint	preprocessing,spline,raw
PP_Compare_spline24.kscn_relent	PP_Compare_spline24_kscn_relent	preprocessing,spline,raw
PP_Compare_spline24.htdt_chi2n	PP_Compare_spline24_htdt_chi2n	preprocessing,spline,raw
PP_Compare_spline24.htdt_ksn	PP_Compare_spline24_htdt_ksn	preprocessing,spline,raw
PP_Compare_spline24.olbt_m2	PP_Compare_spline24_olbt_m2	preprocessing,spline,raw
PP_Compare_spline24.olbt_m5	PP_Compare_spline24_olbt_m5	preprocessing,spline,raw
PP_Compare_spline24.olbt_s2	PP_Compare_spline24_olbt_s2	preprocessing,spline,raw
PP_Compare_spline24.olbt_s5	PP_Compare_spline24_olbt_s5	preprocessing,spline,raw
PP_Compare_spline44.statav2	PP_Compare_spline44_statav2	preprocessing,spline,raw
PP_Compare_spline44.statav4	PP_Compare_spline44_statav4	preprocessing,spline,raw
PP_Compare_spline44.statav6	PP_Compare_spline44_statav6	preprocessing,spline,raw
PP_Compare_spline44.statav8	PP_Compare_spline44_statav8	preprocessing,spline,raw
PP_Compare_spline44.statav10	PP_Compare_spline44_statav10	preprocessing,spline,raw
PP_Compare_spline44.swms2_2	PP_Compare_spline44_swms2_2	preprocessing,spline,raw
PP_Compare_spline44.swms5_1	PP_Compare_spline44_swms5_1	preprocessing,spline,raw
PP_Compare_spline44.swms5_2	PP_Compare_spline44_swms5_2	preprocessing,spline,raw
PP_Compare_spline44.swms10_1	PP_Compare_spline44_swms10_1	preprocessing,spline,raw
PP_Compare_spline44.swss2_1	PP_Compare_spline44_swss2_1	preprocessing,spline,raw
PP_Compare_spline44.swss2_2	PP_Compare_spline44_swss2_2	preprocessing,spline,raw
PP_Compare_spline44.swss5_1	PP_Compare_spline44_swss5_1	preprocessing,spline,raw
PP_Compare_spline44.swss5_2	PP_Compare_spline44_swss5_2	preprocessing,spline,raw
PP_Compare_spline44.swss10_1	PP_Compare_spline44_swss10_1	preprocessing,spline,raw
PP_Compare_spline44.swss10_2	PP_Compare_spline44_swss10_2	preprocessing,spline,raw
PP_Compare_spline44.gauss1_kd_r2	PP_Compare_spline44_gauss1_kd_r2	preprocessing,spline,raw
PP_Compare_spline44.gauss1_kd_rmse	PP_Compare_spline44_gauss1_kd_rmse	preprocessing,spline,raw
PP_Compare_spline44.gauss1_kd_resAC1	PP_Compare_spline44_gauss1_kd_resAC1	preprocessing,spline,raw
PP_Compare_spline44.gauss1_kd_resAC2	PP_Compare_spline44_gauss1_kd_resAC2	preprocessing,spline,raw
PP_Compare_spline44.gauss1_kd_resruns	PP_Compare_spline44_gauss1_kd_resruns	preprocessing,spline,raw
PP_Compare_spline44.kscn_adiff	PP_Compare_spline44_kscn_adiff	preprocessing,spline,raw
PP_Compare_spline44.kscn_peaksepy	PP_Compare_spline44_kscn_peaksepy	preprocessing,spline,raw
PP_Compare_spline44.kscn_peaksepx	PP_Compare_spline44_kscn_peaksepx	preprocessing,spline,raw
PP_Compare_spline44.kscn_olapint	PP_Compare_spline44_kscn_olapint	preprocessing,spline,raw
PP_Compare_spline44.kscn_relent	PP_Compare_spline44_kscn_relent	preprocessing,spline,raw
PP_Compare_spline44.htdt_chi2n	PP_Compare_spline44_htdt_chi2n	preprocessing,spline,raw
PP_Compare_spline44.htdt_ksn	PP_Compare_spline44_htdt_ksn	preprocessing,spline,raw
PP_Compare_spline44.olbt_m2	PP_Compare_spline44_olbt_m2	preprocessing,spline,raw
PP_Compare_spline44.olbt_m5	PP_Compare_spline44_olbt_m5	preprocessing,spline,raw
PP_Compare_spline44.olbt_s2	PP_Compare_spline44_olbt_s2	preprocessing,spline,raw
PP_Compare_spline44.olbt_s5	PP_Compare_spline44_olbt_s5	preprocessing,spline,raw
PP_Compare_spline64.statav2	PP_Compare_spline64_statav2	preprocessing,spline,raw
PP_Compare_spline64.statav4	PP_Compare_spline64_statav4	preprocessing,spline,raw
PP_Compare_spline64.statav6	PP_Compare_spline64_statav6	preprocessing,spline,raw
PP_Compare_spline64.statav8	PP_Compare_spline64_statav8	preprocessing,spline,raw
PP_Compare_spline64.statav10	PP_Compare_spline64_statav10	preprocessing,spline,raw
PP_Compare_spline64.swms2_2	PP_Compare_spline64_swms2_2	preprocessing,spline,raw
PP_Compare_spline64.swms5_1	PP_Compare_spline64_swms5_1	preprocessing,spline,raw
PP_Compare_spline64.swms5_2	PP_Compare_spline64_swms5_2	preprocessing,spline,raw
PP_Compare_spline64.swms10_1	PP_Compare_spline64_swms10_1	preprocessing,spline,raw
PP_Compare_spline64.swss2_1	PP_Compare_spline64_swss2_1	preprocessing,spline,raw
PP_Compare_spline64.swss2_2	PP_Compare_spline64_swss2_2	preprocessing,spline,raw
PP_Compare_spline64.swss5_1	PP_Compare_spline64_swss5_1	preprocessing,spline,raw
PP_Compare_spline64.swss5_2	PP_Compare_spline64_swss5_2	preprocessing,spline,raw
PP_Compare_spline64.swss10_1	PP_Compare_spline64_swss10_1	preprocessing,spline,raw
PP_Compare_spline64.swss10_2	PP_Compare_spline64_swss10_2	preprocessing,spline,raw
PP_Compare_spline64.gauss1_kd_r2	PP_Compare_spline64_gauss1_kd_r2	preprocessing,spline,raw
PP_Compare_spline64.gauss1_kd_rmse	PP_Compare_spline64_gauss1_kd_rmse	preprocessing,spline,raw
PP_Compare_spline64.gauss1_kd_resAC1	PP_Compare_spline64_gauss1_kd_resAC1	preprocessing,spline,raw
PP_Compare_spline64.gauss1_kd_resAC2	PP_Compare_spline64_gauss1_kd_resAC2	preprocessing,spline,raw
PP_Compare_spline64.gauss1_kd_resruns	PP_Compare_spline64_gauss1_kd_resruns	preprocessing,spline,raw
PP_Compare_spline64.kscn_adiff	PP_Compare_spline64_kscn_adiff	preprocessing,spline,raw
PP_Compare_spline64.kscn_peaksepy	PP_Compare_spline64_kscn_peaksepy	preprocessing,spline,raw
PP_Compare_spline64.kscn_peaksepx	PP_Compare_spline64_kscn_peaksepx	preprocessing,spline,raw
PP_Compare_spline64.kscn_olapint	PP_Compare_spline64_kscn_olapint	preprocessing,spline,raw
PP_Compare_spline64.kscn_relent	PP_Compare_spline64_kscn_relent	preprocessing,spline,raw
PP_Compare_spline64.htdt_chi2n	PP_Compare_spline64_htdt_chi2n	preprocessing,spline,raw
PP_Compare_spline64.htdt_ksn	PP_Compare_spline64_htdt_ksn	preprocessing,spline,raw
PP_Compare_spline64.olbt_m2	PP_Compare_spline64_olbt_m2	preprocessing,spline,raw
PP_Compare_spline64.olbt_m5	PP_Compare_spline64_olbt_m5	preprocessing,spline,raw
PP_Compare_spline64.olbt_s2	PP_Compare_spline64_olbt_s2	preprocessing,spline,raw
